amenity,lat,lon,name
pub,49.2094419,-123.1161616,Dublin Crossing Irish Pub
pub,49.2866559,-123.127498,Shenanigans
pub,49.2329149,-123.0761197,East Side Craft House
pub,49.2617166,-123.1007734,The Cascade Room
pub,49.2842068,-123.1002041,Alibi Room
pub,49.2849397,-123.0649633,Princeton Pub
pub,49.1654069,-122.6633306,Browns Social House
pub,49.2225148,-122.6904636,Jolly Coachman Pub
pub,49.1711728,-122.577262,Fort Pub & Grill
pub,49.0450223,-122.6684393,The Artful Dodger Pub
pub,49.2714968,-123.1006411,Dubh Linn Gate
pub,49.103954,-122.734208,Clydesdale Coverdale
pub,49.2665769,-123.2501701,The Pit
pub,49.2898003,-123.116892,Tap & Barrel
pub,49.3742609,-123.2735244,Troller Ale House
pub,49.3172364,-123.1082535,Pemberton Station Neighbourhood Pub
pub,49.0905224,-123.072304,The Landing Pub & Grill
pub,49.19556,-123.1832043,Monk's Grill
pub,49.2841314,-123.1083829,Pourhouse
pub,49.0466407,-122.3687569,Red21
pub,49.2837114,-123.106243,The Lamplighter Public House
pub,49.2813339,-123.0454428,PressBox Pub
pub,49.2248337,-122.689108,Foamers' Folly Tap Room
pub,49.2803261,-123.1217022,Cinema Public House
pub,49.2514566,-122.9020031,Lougheed Village Bar & Grill
pub,49.2855675,-123.1165611,Moose's Down Under
pub,49.2802411,-123.125061,Relish
pub,49.2800328,-123.114684,Library Square Public House
pub,49.0316321,-122.8008429,Sawbuck's Neighbourhood Pub
pub,49.2768995,-123.126856,The Morrissey
pub,49.2824055,-123.1111441,The Magnet
pub,49.2726319,-123.148749,Corduroy
pub,49.0294267,-122.8019172,White Rock Beach Beer
pub,49.2759064,-123.1278016,Yale Hotel
pub,49.2640449,-123.1567706,The Regal Beagle
pub,49.104928,-122.658331,Baselines Pub
pub,49.278541,-122.8484018,Twin Sails Brewery
pub,49.2869412,-123.1148363,Lions Pub
pub,49.2848692,-123.110987,Steamworks
pub,49.316484,-122.9533431,Raven Pub
pub,49.2694368,-123.103525,Brewhall
pub,49.1768204,-122.8878011,Donegal's Irish House
pub,49.2688201,-123.0967506,Truck Stop Diner
pub,49.3056675,-123.0347732,Wildeye Tasting Room
pub,49.2251023,-122.997148,Firefighters' Public House
pub,49.2231427,-122.9815705,Great Bear Pub
pub,49.2717552,-123.1060666,Tap & Barrel
pub,49.1303474,-122.0734617,Dukes Pub
pub,49.267356,-123.1110469,Big Rock Urban Eatery
pub,49.270944,-123.1552107,Chewies
pub,49.2835624,-123.1038811,The Portside Pub
pub,49.0053837,-122.7361939,The Bennett
pub,49.2782909,-123.1241919,Donnelan's
pub,49.2851463,-123.1184912,Blackbird
pub,49.1597928,-122.196831,Dewdney Pub
pub,49.3234334,-123.1024615,Hearthstone Tap & Forno
pub,49.2077342,-122.9309659,The Thirsty Duck
pub,49.2796374,-122.8175723,The Frog and Nightgown Pub
pub,49.1686753,-122.5799329,Trading Post Eatery
pub,49.2696427,-122.946466,Hop & Vine
pub,49.1327142,-122.3199168,Browns Socialhouse
pub,49.2820425,-123.0723691,Finfolk
pub,49.2702848,-123.1340265,
pub,49.272446,-123.1553117,Local Public Eatery
pub,49.2716208,-123.1554043,The Ellis
pub,49.1242908,-123.1839261,Britannia Steveston
pub,49.2812723,-123.107723,The Pint
pub,49.2248844,-122.8926368,Browns Socialhouse
pub,49.2902748,-123.1317492,Red Accordion
pub,49.2527999,-122.7672467,Cat and Fiddle
pub,49.1321719,-122.3416713,Mission Springs Brewing Company
pub,49.1063467,-122.6569933,Match Eatery & Public House Langley
pub,49.2838402,-123.11385,Browns Crafthouse
pub,49.2837887,-123.0643214,Parallel 49 Street Kitchen
pub,49.2032866,-122.891937,The Brownsville Pub
pub,49.3135162,-123.0833432,Sailor Hägar's
pub,49.277605,-123.125761,Sidecar
pub,49.2845626,-123.1084807,The Black Frog
pub,49.2464886,-122.891008,The Taphouse
pub,49.2822628,-123.1337681,Guu Davie
pub,49.3794252,-123.337772,Bowen Island Pub
pub,49.2375163,-122.5789636,Black Sheep Public House
pub,49.2202505,-122.5948839,Witchcraft Beer Market and Bistro
pub,49.2784357,-123.0980902,The Irish Heather
pub,49.2571036,-123.1008894,Five Point
pub,49.2750615,-123.0996424,The Ivanhoe
pub,49.2557593,-123.115362,Biercraft
pub,49.26404,-123.174703,The Fringe Cafe
pub,49.2639533,-123.169618,Yagger's Kits
pub,49.281417,-123.0949933,Pat's Pub
pub,49.2833904,-123.1044226,Six Acres
pub,49.2870731,-123.1418,The Three Brits Public House
pub,49.2794324,-123.123588,The Moose
pub,49.278388,-123.099578,London Pub
pub,49.1550298,-122.9135108,Delta Lion Pub
pub,49.1835444,-123.1046673,Fogg N' Suds
pub,49.2836569,-123.1041219,Guilt & Co
pub,49.2226109,-122.9441224,Oliver Twist Pub & Grill
pub,49.1690214,-122.9902779,Tugboat Annie's
pub,49.2603011,-123.0966837,12 Kings Pub
pub,49.2637854,-123.0695196,St Augustine's
pub,49.314727,-123.0795961,Fraternal Order of Eagles Aerie 2638
pub,49.2637537,-122.7814095,Samz
pub,49.2814951,-123.132742,Pumpjack
pub,49.2790671,-123.123001,The Living Room
pub,49.0316802,-122.2881639,Canuck Empire Brewing
pub,49.2769066,-123.115404,Red Racer Taphouse
pub,49.2821875,-123.1090478,The Hastings Warehouse
pub,49.2840215,-123.114107,Malone's
pub,49.1240805,-123.1809116,Steveston Built Local Taphouse
pub,49.2800971,-123.1214442,Dublin Calling
pub,49.2814612,-123.1051707,Darby's
pub,49.2772898,-123.0660472,Wise Club & Hall
pub,49.3127252,-123.0272348,Seymour's Pub
pub,49.279654,-123.12973,The Fountainhead Pub
pub,49.2653026,-123.1453865,Carlos O`Bryan's Neighborhood Pub
pub,49.1256453,-123.1859221,The Buck & Ear Bar and Grill
pub,49.27789,-123.1313684,Maxine's
pub,49.1242577,-122.7020835,Dublin Crossing
pub,49.3363492,-123.0722244,Queens Cross
pub,49.1876904,-122.8484563,Central City Brewing Company
pub,49.2374083,-122.870333,Woody's on Brunette
pub,49.2797733,-123.113076,Browns Social House
pub,49.2705549,-123.1356713,Granville Island Brewing Taproom
pub,49.2827946,-123.104148,Blarney Stone
pub,49.2368807,-122.871947,Nello's
pub,49.1339963,-123.1692444,O'Hare's Gastropub
pub,49.2056361,-122.9122524,
pub,49.2834684,-123.0736709,Andina Tasting Lounge
pub,49.2822225,-123.124119,Ballyhoo Public House
pub,49.2777673,-123.0989237,The Union
pub,49.2719209,-122.757155,Meridian Arms Pub
pub,49.2668041,-122.7727603,The Bennett Craft & Kitchen
pub,49.0212249,-122.8050316,Dew Drop Inn
pub,49.021714,-122.8067325,Oceanside Public House
pub,49.0488243,-122.2892706,Gator's Pub
pub,49.2785388,-122.8487087,Yellow Dog Brewing
pub,49.2786245,-122.854362,Moody Ales
pub,49.1347397,-123.0646481,Monkey 9 Brewing
pub,49.1495495,-122.8908817,One20 Public House
pub,49.2789269,-123.1231338,The Beaver Taphouse
pub,49.2780156,-123.0995912,Brickhouse
pub,49.192278,-123.1802289,Stanley Park Taphouse
pub,49.1928061,-123.1819413,Vino Volo
pub,49.2179271,-122.9796081,Studio Brewing
pub,49.2769132,-122.832616,Brew Street Pub
pub,49.0607423,-122.4948144,Mustang's
pub,49.2754345,-123.1209961,Yaletown Brewing Company
pub,49.0475617,-122.2919239,Bankrupt Social Spot
pub,49.0485387,-122.289184,Gator's Pub
pub,49.2817874,-123.1067495,Grand Union Hotel
pub,49.2514468,-123.001736,Habitat
pub,49.1989911,-122.8115444,Jolly Mac's
pub,49.3098238,-123.0735886,Finch and Barley
pub,49.1342493,-122.8450804,Kelly's Pub
pub,49.2120122,-122.921168,Union Jack Public House & Carvery
pub,49.2094623,-122.916001,River's Reach Pub
pub,49.2644834,-123.1842067,The Wolf and Hound
pub,49.2639431,-123.1492041,Manchester Public Eatery
pub,49.281145,-123.119819,Lennox Pub
pub,49.0356296,-122.2689408,Abbey Road Taphouse
pub,49.2642338,-123.1725691,Russel Brewing Company
pub,49.2638288,-123.1416759,Storm Crow Alehouse
pub,49.2682508,-123.1686006,Darby's Public House & Liquor Store
pub,49.1360278,-123.025436,Ice Breakers
pub,49.1999327,-122.9117725,Paddlewheeler Pub
pub,49.0294857,-122.8013578,3 Dogs Brewing
pub,49.103775,-122.8006309,Big Ridge Brewing Company
pub,49.2705733,-123.1063824,Craft Restaurant & Bar
pub,49.0248687,-123.070415,Rose and Crown Pub
pub,49.2607327,-123.100812,Sing Sing
pub,49.1122045,-123.0389345,Barnside Brewery Co.
pub,49.14012,-123.1373979,Pioneer's Pub
pub,49.332636,-123.0893218,Two Lions
pub,49.2683292,-123.1003762,The Narrow Lounge
pub,49.103993,-122.7985589,Browns Socialhouse
pub,49.3252622,-123.1426122,The Village Taphouse
pub,49.1773107,-123.168174,Flying Beaver Bar & Grill
pub,49.2823155,-122.8258606,St. James Well Pub
pub,49.1557483,-122.7784001,Edith & Arthur Public House
pub,49.3283767,-123.1550199,Squarerigger Pub
pub,49.1694895,-122.812628,Green Timbers Pub
pub,49.2487411,-122.8672207,John B Pub
pub,49.2826657,-122.8269784,Brown's Social House
hookah_lounge,49.2882221,-123.1274161,Ahwaz Hookah House
hookah_lounge,49.2548986,-123.0199897,Living Room Cafe Lounge
hookah_lounge,49.281207,-123.0154316,Bula Lounge
